country_code,country_name,indicator_code,indicator_name,year,value
DE,Germany,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,2.2564981433876
DE,Germany,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,5.94643667725823
DE,Germany,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,6.87257438551097
DE,Germany,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,3.06666666666673
DE,Germany,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,0.144877925813982
DE,Germany,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,1.44565976888253
DE,Germany,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,1.73216879766942
FR,France,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,1.99904942291463
FR,France,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,4.87835726508441
FR,France,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,5.22236748369735
FR,France,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,1.64233141038385
FR,France,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,0.476498852725066
FR,France,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,1.10825492288294
FR,France,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,1.85081508315502
GB,United Kingdom,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,3.2715729463592
GB,United Kingdom,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,6.79396706793963
GB,United Kingdom,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,7.92204883147902
GB,United Kingdom,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,2.51837109614213
GB,United Kingdom,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,0.989486703772491
GB,United Kingdom,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,1.73810460086513
GB,United Kingdom,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,2.29283990345938
ID,Indonesia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,2.18151273615189
ID,Indonesia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,3.66938654859761
ID,Indonesia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,4.20946463714784
ID,Indonesia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,1.56007882983334
ID,Indonesia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,1.91983527270793
ID,Indonesia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,3.03058460941661
ID,Indonesia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,3.19834755924996
IN,India,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,4.95303550973656
IN,India,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,5.64914318907925
IN,India,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,6.69903414079852
IN,India,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,5.13140747176369
IN,India,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,6.62343677628535
IN,India,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,3.72950573539129
IN,India,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,3.9388264669163
IT,Italy,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,0.982373023061417
IT,Italy,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,5.62219442195901
IT,Italy,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,8.20128991161718
IT,Italy,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,1.87378325762481
IT,Italy,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,-0.13770757391651
IT,Italy,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,0.611246943765304
IT,Italy,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,1.13748763600391
JP,Japan,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,2.73853681635241
JP,Japan,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,3.26813365933163
JP,Japan,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,2.49770278172255
JP,Japan,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,-0.233352779398264
JP,Japan,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,-0.024995834027731
JP,Japan,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,0.46877615938395
JP,Japan,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,0.989094598021848
KR,"Korea, Rep.",FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,2.32174328643542
KR,"Korea, Rep.",FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,3.5974562502901
KR,"Korea, Rep.",FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,5.08951365062842
KR,"Korea, Rep.",FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,2.49833333333339
KR,"Korea, Rep.",FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,0.537288023411737
KR,"Korea, Rep.",FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,0.383000303608136
KR,"Korea, Rep.",FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,1.47583935002645
MX,Mexico,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,4.72225588452932
MX,Mexico,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,5.52796087314389
MX,Mexico,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,7.8962761916855
MX,Mexico,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,5.68920847683753
MX,Mexico,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,3.39683415570006
MX,Mexico,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,3.63596142127046
MX,Mexico,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,4.89935015356551
NG,Nigeria,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,33.2420966545406
NG,Nigeria,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,24.659550203114
NG,Nigeria,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,18.8471877843274
NG,Nigeria,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,16.9528457221608
NG,Nigeria,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,13.2460234276597
NG,Nigeria,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,11.3964223378116
NG,Nigeria,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,12.0951065173432
PL,Poland,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,3.7842600751287
PL,Poland,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,11.5289127961105
PL,Poland,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,14.4294507575758
PL,Poland,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,5.05502704719272
PL,Poland,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,3.37446972618589
PL,Poland,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,2.227478809383
PL,Poland,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,1.81295156542679
RU,Russian Federation,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,8.43486410496723
RU,Russian Federation,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,5.86571931748967
RU,Russian Federation,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,13.7436797398232
RU,Russian Federation,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,6.69445891957612
RU,Russian Federation,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,3.38219796948068
RU,Russian Federation,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,4.47202631837903
RU,Russian Federation,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,2.87831382614981
SA,Saudi Arabia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,1.68792112375809
SA,Saudi Arabia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,2.32708518362699
SA,Saudi Arabia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,2.47407371925372
SA,Saudi Arabia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,3.06328988941548
SA,Saudi Arabia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,3.37234961012303
SA,Saudi Arabia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,-1.1929864453332
SA,Saudi Arabia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,2.46594308994843
TR,Turkiye,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,58.5064507300343
TR,Turkiye,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,53.8594087593315
TR,Turkiye,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,72.3088359891207
TR,Turkiye,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,19.5964926913324
TR,Turkiye,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,12.2789574462574
TR,Turkiye,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,15.1768215720022
TR,Turkiye,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,16.3324638988928
US,United States,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,2.94952520485207
US,United States,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,4.11633838374488
US,United States,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,8.00279982052121
US,United States,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,4.69785886363742
US,United States,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,1.23358439630629
US,United States,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,1.81221007526021
US,United States,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,2.44258329692817
ZA,South Africa,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,4.36115246518962
ZA,South Africa,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,6.0752438457966
ZA,South Africa,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,7.03987272546482
ZA,South Africa,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,4.61874544887136
ZA,South Africa,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,3.23238831615113
ZA,South Africa,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,4.10285075461156
ZA,South Africa,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,4.50987264867388
AU,Australia,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,57.8834285733848
AU,Australia,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,69.836773674895
AU,Australia,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,69.0656538994855
AU,Australia,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,59.9837867004913
AU,Australia,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,54.3001380799371
BR,Brazil,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2024,81.8554431216383
BR,Brazil,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,83.0317498511131
BR,Brazil,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,79.1023218876878
BR,Brazil,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,85.0115036759105
BR,Brazil,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,98.7098819481716
BR,Brazil,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,92.5652532010336
BR,Brazil,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,86.6078841230118
CA,Canada,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2024,64.9003074523507
CA,Canada,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,62.4731322069255
CA,Canada,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,59.9440184640855
CA,Canada,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,68.7795713723483
CA,Canada,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,74.5544073791525
CA,Canada,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,53.3623246913959
CA,Canada,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,53.1515356456582
GB,United Kingdom,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2024,131.073062954793
GB,United Kingdom,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,136.142431919028
GB,United Kingdom,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,138.215904304967
GB,United Kingdom,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,183.804848939919
GB,United Kingdom,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,194.682828796265
GB,United Kingdom,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,158.972569875821
GB,United Kingdom,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,156.766820519267
IN,India,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,46.5224986659322
KR,"Korea, Rep.",GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,48.5543799498432
KR,"Korea, Rep.",GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,47.6110651969645
KR,"Korea, Rep.",GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,45.8328934496037
KR,"Korea, Rep.",GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,43.7757991738024
KR,"Korea, Rep.",GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,37.6954834089265
KR,"Korea, Rep.",GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,35.5200546743369
MX,Mexico,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,45.0297603114434
MX,Mexico,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,43.9694401399305
MX,Mexico,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,44.8609557938384
MX,Mexico,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,45.8373464334068
MX,Mexico,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,41.3273940507878
RU,Russian Federation,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,18.5032227571465
RU,Russian Federation,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,19.2884758032917
RU,Russian Federation,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,21.0287512612177
RU,Russian Federation,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,22.992021036968
RU,Russian Federation,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,17.2760484379376
RU,Russian Federation,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,16.1685789853238
TR,Turkiye,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2024,26.6192344843666
TR,Turkiye,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,33.2548360241526
TR,Turkiye,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,35.3300843747051
TR,Turkiye,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,41.637512472512
TR,Turkiye,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,41.0396523800978
TR,Turkiye,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,33.4600744646841
TR,Turkiye,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,29.3999927097041
US,United States,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2024,118.110809413059
US,United States,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,116.975041091042
US,United States,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,114.751249288826
US,United States,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,120.426823865111
US,United States,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,126.432892675138
US,United States,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,100.979786328903
US,United States,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,99.2223695206525
ZA,South Africa,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2023,79.446907709916
ZA,South Africa,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2022,76.2054429487374
ZA,South Africa,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2021,74.0826080100226
ZA,South Africa,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2020,75.7255090818801
ZA,South Africa,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2019,64.589278136337
ZA,South Africa,GC.DOD.TOTL.GD.ZS,Central govt debt (% of GDP),2018,59.1023114125426
AU,Australia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-1.97811216711747
AU,Australia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-0.234060559907305
AU,Australia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,0.374773982764545
AU,Australia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,2.62544820701792
AU,Australia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,1.86741781543883
AU,Australia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-0.0206271927491188
AU,Australia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-2.55162485886958
BR,Brazil,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-3.02715961462093
BR,Brazil,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-1.23558182662996
BR,Brazil,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-2.14967710619443
BR,Brazil,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-2.35822088025659
BR,Brazil,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-1.64103535066212
BR,Brazil,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-3.41429111497121
BR,Brazil,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-2.80752036371842
CA,Canada,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-0.461253819279705
CA,Canada,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-0.633319898544557
CA,Canada,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-0.288416485092606
CA,Canada,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-0.0219632282728957
CA,Canada,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-2.01049352658992
CA,Canada,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-1.95170274818579
CA,Canada,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-2.38507161087906
CN,China,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,2.2616499482671
CN,China,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,1.4415829879426
CN,China,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,2.42059259149418
CN,China,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,1.93875176197337
CN,China,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,1.65930095801393
CN,China,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,0.706790487310518
CN,China,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,0.170563391928727
DE,Germany,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,5.77188467199732
DE,Germany,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,5.51222510245724
DE,Germany,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,3.85045627175846
DE,Germany,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,6.9200696637534
DE,Germany,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,6.34782686016016
DE,Germany,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,7.87471222403171
DE,Germany,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,8.43761219902202
FR,France,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,0.0851279883251641
FR,France,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-1.04301703799496
FR,France,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-1.43234855251881
FR,France,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,0.244238511780542
FR,France,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-2.00313613657686
FR,France,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,0.587362764575747
FR,France,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-0.735670615255371
GB,United Kingdom,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-2.18793597246208
GB,United Kingdom,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-3.57676183842871
GB,United Kingdom,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-2.06737101121871
GB,United Kingdom,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-0.752836357784011
GB,United Kingdom,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-2.92883387550298
GB,United Kingdom,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-2.66245642145608
GB,United Kingdom,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-3.88728858372976
ID,Indonesia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-0.624744460485029
ID,Indonesia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-0.148899338519633
ID,Indonesia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,1.00182875104005
ID,Indonesia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,0.295885914526078
ID,Indonesia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-0.418606247736126
ID,Indonesia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-2.7056619813955
ID,Indonesia,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-2.93907291477017
IN,India,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-0.82224320865487
IN,India,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-0.878262847208682
IN,India,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-2.36247481487452
IN,India,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-1.05524166809383
IN,India,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,1.22362111042791
IN,India,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-1.04961203910072
IN,India,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-2.42697545810527
IT,Italy,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,1.08253400174467
IT,Italy,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,0.224243443277791
IT,Italy,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-1.82962143546248
IT,Italy,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,2.03966459401318
IT,Italy,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,3.9369545603398
IT,Italy,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,3.23388196417885
IT,Italy,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,2.57144669559437
JP,Japan,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,4.82314808005734
JP,Japan,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,3.71672795030716
JP,Japan,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,2.11637961936876
JP,Japan,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,3.89996604353178
JP,Japan,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,2.96847858242383
JP,Japan,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,3.45076611445327
JP,Japan,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,3.51661817468288
KR,"Korea, Rep.",BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,5.28119455498379
KR,"Korea, Rep.",BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,1.77914588984233
KR,"Korea, Rep.",BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,1.43543011179305
KR,"Korea, Rep.",BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,4.38797327644752
KR,"Korea, Rep.",BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,4.35201499780346
KR,"Korea, Rep.",BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,3.40802631398853
KR,"Korea, Rep.",BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,4.24648147146115
MX,Mexico,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,-0.901772757867301
MX,Mexico,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,-0.700390860917119
MX,Mexico,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-1.28978094141973
MX,Mexico,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-0.346548814054211
MX,Mexico,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,2.39690767800282
MX,Mexico,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-0.296844402044544
MX,Mexico,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-2.06414074457574
NG,Nigeria,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,6.82436415121879
NG,Nigeria,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,1.31788745937756
NG,Nigeria,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,0.157446238586316
NG,Nigeria,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-0.534215770594035
NG,Nigeria,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,-2.67061135743196
NG,Nigeria,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-2.04801100743442
NG,Nigeria,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,1.72693303668361
PL,Poland,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2024,0.30454349270969
PL,Poland,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2023,1.53683077845046
PL,Poland,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2022,-2.27455866454271
PL,Poland,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2021,-1.30156521580162
PL,Poland,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2020,2.39835922164097
PL,Poland,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2019,-0.272945793712772
PL,Poland,BN.CAB.XOKA.GD.ZS,Current account (% of GDP),2018,-1.96597240687912
